"requirementId","phase","phaseSection","sourceLine","sourceType","requirement","evidenceScope","phaseStatus","currentEvidence","remainingProofOrAction","verificationState"
"P03-L0189","3","Correct All Company-Wide Inconsistencies","189","paragraph","“Founded in 2022 with one school in Canton, Chroma Early Learning Academy has grown into one of Georgia’s largest family-owned and operated early education providers, serving families through a growing network of campuses across Metro Atlanta and surrounding communities.”","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0191","3","Correct All Company-Wide Inconsistencies","191","paragraph","Update the exact campus count throughout the website using the current verified number.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0193","3","Correct All Company-Wide Inconsistencies","193","paragraph","Do not use language such as “over the last decade” unless referring to the leadership team’s broader experience rather than Chroma’s operating history.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0195","3","Correct All Company-Wide Inconsistencies","195","paragraph","Remove duplicated paragraphs from the About page.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0197","3","Correct All Company-Wide Inconsistencies","197","paragraph","Resolve the parent-app inconsistency. The website must consistently name the currently used parent communication platform. Do not mention both Procare and Brightwheel unless there is an intentional transition explanation.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0199","3","Correct All Company-Wide Inconsistencies","199","paragraph","Resolve operating-hour inconsistencies. Campus-specific hours should appear on campus pages. Company-wide policy pages should not state a closing time that conflicts with actual campus hours.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0201","3","Correct All Company-Wide Inconsistencies","201","paragraph","Resolve CAPS language. Use accurate wording such as:","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0203","3","Correct All Company-Wide Inconsistencies","203","paragraph","“CAPS is accepted at participating Chroma campuses, subject to authorization, funding, program eligibility, and classroom availability.”","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P03-L0205","3","Correct All Company-Wide Inconsistencies","205","paragraph","Only use “all campuses accept CAPS” if that statement is verified.","Phase-level implementation evidence; exact statement requires direct confirmation","Safe implementation complete","Dynamic records and neutral fallbacks","Operating-fact owners","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P04-L0209","4","Remove False or Misleading Community Pages","209","paragraph","Audit every community and city page.","Phase-level implementation evidence; exact statement requires direct confirmation","Complete","0 communities in current audited sitemap","Production redirect history","Phase implementation evidenced; external gate remains; item-level confirmation required"
